No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Apulea;8205060001;Apule;82.03.09.2002
2;Asimiro;8205060002;Asimiro;82.03.09.2003
3;Dotia;8205060003;Doitia;82.03.09.2004
4;Ngajam;8205060004;Ngajam;82.03.09.2005
5;Dorume;8205060005;Dorume;82.03.09.2001
6;Kailupa;8205060006;Kailupa;82.03.09.2006
7;Gisik;8205060007;Gisik;82.03.09.2007
8;Kapa Kapa;8205060008;Kapa Kapa;82.03.09.2008
9;Pocao;8205060009;Pacao;82.03.09.2009
10;Tate;8205060010;Tate;82.03.09.2010
11;Supu;8205060011;Supu;82.03.09.2012
12;Posi Posi;8205060012;Posi- Posi;82.03.09.2011
13;Momojiu;8205060013;Momojiu;82.03.09.2028
14;Worimoi;8205060014;Wori Moi;82.03.09.2026
15;Galao;8205060015;Galao;82.03.09.2023
16;Teru Teru;8205060016;Teru-teru;82.03.09.2024
17;Podol;8205060017;Podol;82.03.09.2027
18;Igo;8205060018;Igo;82.03.09.2022
