No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Kelelawar;1401011001;Sungaikelelawar;14.09.12.2002
2;Sungai Alah;1401011002;Sungaialah;14.09.12.2005
3;Lubuk Ambacang;1401011003;Lubuk Ambacang;14.09.12.2001
4;Koto Kombu;1401011004;Koto Kombu;14.09.12.2006
5;Sumpu;1401011005;Sumpu;14.09.12.2007
6;Inuman;1401011006;Inuman;14.09.12.2009
7;Tanjung Medang;1401011007;Tanjungmedang;14.09.12.2010
8;Mudik Ulo;1401011008;Mudik Ulo;14.09.12.2008
9;Sungai Pinang;1401011009;Sungaipinang;14.09.12.2004
10;Tanjung;1401011010;Tanjung;14.09.12.2003
11;Serosah;1401011011;Serosa;14.09.12.2011
12;Sampurago;1401011012;Sampurago;14.09.12.2012
