No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lumban Tonga Tonga;1205120001;Lumban Tonga Tonga;12.02.09.2017
2;Paniaran;1205120002;Paniaran;12.02.09.2014
3;Bahal Batu Iii;1205120003;Bahal Batu Iii;12.02.09.2008
4;Bahal Batu Ii;1205120004;Bahal Batu Ii;12.02.09.2007
5;Bahal Batu I;1205120005;Bahal Batu I;12.02.09.2006
6;Sitabo-tabo;1205120006;Sitabotabo;12.02.09.2005
7;Siborong-borong I;1205120007;Siborong Borong I;12.02.09.2002
8;Siaro;1205120008;Siaro;12.02.09.2019
9;Sitampurung;1205120009;Sitampurung;12.02.09.2004
10;Pasar Siborong-borong;1205120010;Psr Siborong Borong;12.02.09.1001
11;Pohan Tonga;1205120011;Pohan Tonga;12.02.09.2012
12;Lobu Siregar Ii;1205120012;Lobu Siregar Ii;12.02.09.2010
13;Hutabulu;1205120013;Hutabulu;12.02.09.2016
14;Lobu Siregar I;1205120014;Lobu Siregar I;12.02.09.2009
15;Pohan Jae;1205120015;Pohan Jae;12.02.09.2013
16;Pohan Julu;1205120016;Pohan Julu;12.02.09.2011
17;Parik Sabungan;1205120017;Parik Sabungan;12.02.09.2015
18;Siborong-borong Ii;1205120018;Siborong Borong Ii;12.02.09.2003
19;Sigumbang;1205120019;Sigumbang;12.02.09.2018
20;Sitabotabo Toruan;1205120020;Sitabotabo Toruan;12.02.09.2021
21;Silait-lait;1205120021;Silait-lait;12.02.09.2020
