No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Cisewu;3205010;Cisewu;32.05.35
2;Caringin;3205011;Caringin;32.05.36
3;Talegong;3205020;Talegong;32.05.37
4;Bungbulang;3205030;Bungbulang;32.05.31
5;Mekarmukti;3205031;Mekarmukti;32.05.32
6;Pamulihan;3205040;Pamulihan;32.05.34
7;Pakenjeng;3205050;Pakenjeng;32.05.33
8;Cikelet;3205060;Cikelet;32.05.30
9;Pameungpeuk;3205070;Pameungpeuk;32.05.27
10;Cibalong;3205080;Cibalong;32.05.29
11;Cisompet;3205090;Cisompet;32.05.28
12;Peundeuy;3205100;Peundeuy;32.05.26
13;Singajaya;3205110;Singajaya;32.05.24
14;Cihurip;3205111;Cihurip;32.05.25
15;Cikajang;3205120;Cikajang;32.05.22
16;Banjarwangi;3205130;Banjarwangi;32.05.23
17;Cilawu;3205140;Cilawu;32.05.19
18;Bayongbong;3205150;Bayongbong;32.05.17
19;Cigedug;3205151;Cigedug;32.05.18
20;Cisurupan;3205160;Cisurupan;32.05.20
21;Sukaresmi;3205161;Sukaresmi;32.05.21
22;Samarang;3205170;Samarang;32.05.07
23;Pasirwangi;3205171;Pasirwangi;32.05.08
24;Tarogong Kidul;3205181;Tarogong Kidul;32.05.05
25;Tarogong Kaler;3205182;Tarogong Kaler;32.05.04
26;Garut Kota;3205190;Garut Kota;32.05.01
27;Karangpawitan;3205200;Karangpawitan;32.05.02
28;Wanaraja;3205210;Wanaraja;32.05.03
29;Sucinaraja;3205211;Sucinaraja;32.05.42
30;Pangatikan;3205212;Pangatikan;32.05.41
31;Sukawening;3205220;Sukawening;32.05.15
32;Karangtengah;3205221;Karangtengah;32.05.16
33;Banyuresmi;3205230;Banyuresmi;32.05.06
34;Leles;3205240;Leles;32.05.09
35;Leuwigoong;3205250;Leuwigoong;32.05.11
36;Cibatu;3205260;Cibatu;32.05.12
37;Kersamanah;3205261;Kersamanah;32.05.13
38;Cibiuk;3205270;Cibiuk;32.05.40
39;Kadungora;3205280;Kadungora;32.05.10
40;Blubur Limbangan;3205290;Bl. Limbangan;32.05.38
41;Selaawi;3205300;Selaawi;32.05.39
42;Malangbong;3205310;Malangbong;32.05.14
