No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bomo;3501020001;Bomo;35.01.03.2001
2;Sooka;3501020002;Sooka;35.01.03.2002
3;Punung;3501020003;Punung;35.01.03.2003
4;Mendolo Kidul;3501020004;Mendolo Kidul;35.01.03.2004
5;Mendolo Lor;3501020005;Mendolo Lor;35.01.03.2009
6;Kendal;3501020006;Kendal;35.01.03.2006
7;Piton;3501020007;Piton;35.01.03.2005
8;Wareng;3501020008;Wareng;35.01.03.2007
9;Mantren;3501020009;Mantren;35.01.03.2008
10;Ploso;3501020010;Ploso;35.01.03.2010
11;Gondosari;3501020011;Gondosari;35.01.03.2011
12;Tinatar;3501020012;Tinatar;35.01.03.2013
13;Kebonsari;3501020013;Kebonsari;35.01.03.2012
