No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Rantau Panjang;1606023001;Rantau Panjang;16.06.13.2012
2;Karang Anyar;1606023002;Karang Anyar;16.06.13.2011
3;Karang Waru;1606023003;Karang Waru;16.06.13.2010
4;Bumi Ayu;1606023004;Bumi Ayu;16.06.13.2009
5;Ulak Paceh;1606023005;Ulak Paceh;16.06.13.2001
6;Tanjung Durian;1606023006;Tanjung Durian;16.06.13.2003
7;Napal;1606023007;Napal;16.06.13.2004
8;Rantau Kasih;1606023008;Rantau Kasih;16.06.13.2005
9;Karang Ringin Ii;1606023009;Karang Ringin Ii;16.06.13.2007
10;Karang Ringin I;1606023010;Karang Ringin I;16.06.13.2006
11;Ulak Teberau;1606023011;Ulak Teberau;16.06.13.2008
12;Simpang Sari;1606023012;Simpang Sari;16.06.13.2013
13;Ulak Paceh Jaya;1606023013;Ulak Paceh Jaya;16.06.13.2002
14;Talang Piase;1606023014;Talang Piase;16.06.13.2014
15;Pandan Dulang;1606023015;Pandan Dulang;16.06.13.2015
