No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kampung Tujuh;1503021001;Kampung Tujuh;15.03.10.2001
2;Lubuk Resam;1503021002;Lubuk Resam;15.03.10.2002
3;Teluk Rendah;1503021003;Telukrendah;15.03.10.2003
4;Teluk Tigo;1503021004;Teluktigo;15.03.10.2004
5;Pemuncak;1503021005;Pemuncak;15.03.10.2006
6;Tambang Tinggi;1503021006;Tambang Tinggi;15.03.10.2007
7;Lubuk Resam Hilir;1503021007;Lubuk Resam Hilir;15.03.10.2005
8;Tendah;1503021008;Tendah;15.03.10.2008
9;Sekamis;1503021009;Sekamis;15.03.10.2010
10;Sungai Keramat;1503021010;Sungaikeramat;15.03.10.2009
