No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Cipatujah;3206010;Cipatujah;32.06.01
2;Karangnunggal;3206020;Karangnunggal;32.06.02
3;Cikalong;3206030;Cikalong;32.06.03
4;Pancatengah;3206040;Pancatengah;32.06.04
5;Cikatomas;3206050;Cikatomas;32.06.05
6;Cibalong;3206060;Cibalong;32.06.06
7;Parungponteng;3206061;Parungponteng;32.06.07
8;Bantarkalong;3206070;Bantarkalong;32.06.08
9;Bojongasih;3206071;Bojongasih;32.06.09
10;Culamega;3206072;Culamega;32.06.10
11;Bojonggambir;3206080;Bojonggambir;32.06.11
12;Sodonghilir;3206090;Sodonghilir;32.06.12
13;Taraju;3206100;Taraju;32.06.13
14;Salawu;3206110;Salawu;32.06.14
15;Puspahiang;3206111;Puspahiang;32.06.15
16;Tanjungjaya;3206120;Tanjungjaya;32.06.16
17;Sukaraja;3206130;Sukaraja;32.06.17
18;Salopa;3206140;Salopa;32.06.18
19;Jatiwaras;3206141;Jatiwaras;32.06.19
20;Cineam;3206150;Cineam;32.06.20
21;Karangjaya;3206151;Karang Jaya;32.06.21
22;Manonjaya;3206160;Manonjaya;32.06.22
23;Gunungtanjung;3206161;Gunung Tanjung;32.06.23
24;Singaparna;3206190;Singaparna;32.06.24
25;Sukarame;3206191;Sukarame;32.06.26
26;Mangunreja;3206192;Mangunreja;32.06.25
27;Cigalontang;3206200;Cigalontang;32.06.27
28;Leuwisari;3206210;Leuwisari;32.06.28
29;Sariwangi;3206211;Sariwangi;32.06.30
30;Padakembang;3206212;Padakembang;32.06.29
31;Sukaratu;3206221;Sukaratu;32.06.31
32;Cisayong;3206230;Cisayong;32.06.32
33;Sukahening;3206231;Sukahening;32.06.33
34;Rajapolah;3206240;Rajapolah;32.06.34
35;Jamanis;3206250;Jamanis;32.06.35
36;Ciawi;3206260;Ciawi;32.06.36
37;Kadipaten;3206261;Kadipaten;32.06.37
38;Pagerageung;3206270;Pagerageung;32.06.38
39;Sukaresik;3206271;Sukaresik;32.06.39
