No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Melonguane;7104030001;Melonguane;71.04.07.1001
2;Mala;7104030002;Mala;71.04.07.2002
3;Sawang;7104030003;Sawang;71.04.07.2007
4;Tarun;7104030004;Tarun;71.04.07.2006
5;Kiama;7104030005;Kiama;71.04.07.2003
6;Ambela;7104030008;Ambela;71.04.07.2008
7;Melonguane Barat;7104030010;Melonguane Barat;71.04.07.1010
8;Melonguane Timur;7104030011;Melonguane Timur;71.04.07.1009
9;Kiama Barat;7104030012;Kiama Barat;71.04.07.2012
10;Tarun Selatan;7104030013;Tarun Selatan;71.04.07.2011
11;Mala Timur;7104030015;Mala Timur;71.04.07.2017
12;Sawang Utara;7104030016;Sawang Utara;71.04.07.2016
13;Maredaren Kiama;7104030017;Maredaren Utara;71.04.07.2015
