No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Maliwowo;7325040001;Maliwowo;73.24.05.2007
2;Tampinna;7325040002;Tampinna;73.24.05.2002
3;Lamaeto;7325040003;Lamaeto;73.24.05.2008
4;Solo;7325040004;Solo;73.24.05.2003
5;Tawakua;7325040005;Tawakua;73.24.05.2001
6;Balirejo;7325040006;Balirejo;73.24.05.2006
7;Mantadulu;7325040007;Mantadulu;73.24.05.2005
8;Taripa;7325040008;Taripa;73.24.05.2004
9;Watangpanua;7325040009;Watangpanua;73.24.05.2009
10;Wanasari;7325040010;Wanasari;73.24.05.2010
