No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Betung;6310010001;Betung;63.10.02.2002
2;Pulau Salak;6310010002;Pulau Salak;63.10.02.2012
3;Beringin;6310010003;Beringin;63.10.02.2032
4;Barugelang;6310010004;Baru Gelang;63.10.02.2011
5;Sungai Lembu;6310010005;Sungai Lembu;63.10.02.2003
6;Gusunge;6310010006;Gusunge;63.10.02.2029
7;Wiritasi;6310010007;Wiritasi;63.10.02.2004
8;Batuah;6310010008;Batuah;63.10.02.2010
9;Pagaruyung;6310010009;Pagaruyung;63.10.02.2006
10;Pasar Baru;6310010010;Pasar Baru;63.10.02.2009
11;Juku Eja;6310010011;Juku Eja;63.10.02.2027
12;Pejala;6310010012;Pejala;63.10.02.2005
13;Kota Pagatan;6310010013;Kota Pagatan;63.10.02.1001
14;Pulau Satu;6310010014;Pulau Satu;63.10.02.2022
15;Kampung Baru;6310010015;Kampung Baru;63.10.02.2008
16;Penyolongan;6310010016;Penyolongan;63.10.02.2031
17;Tanette;6310010017;Tanette;63.10.02.2020
18;Muara Pagatan Tengah;6310010018;Muara Pagatan Tengah;63.10.02.2007
19;Muara Pagatan;6310010019;Muara Pagatan;63.10.02.2021
20;Sepunggur;6310010020;Sepunggur;63.10.02.2023
21;Api Api;6310010021;Api-api;63.10.02.2028
22;Rantau Panjang Hilir;6310010022;Rantau Panjang Hilir;63.10.02.2034
23;Pakatellu;6310010023;Pakatellu;63.10.02.2024
24;Rantau Panjang Hulu;6310010024;Rantau Panjang Hulu;63.10.02.2030
25;Mudalang;6310010025;Mudalang;63.10.02.2019
26;Manurung;6310010026;Manurung;63.10.02.2018
27;Batarang;6310010027;Batarang;63.10.02.2017
28;Mekar Jaya;6310010028;Mekar Jaya;63.10.02.2033
29;Pulau Tanjung;6310010029;Pulau Tanjung;63.10.02.2016
30;Salimuran;6310010030;Salimuran;63.10.02.2013
31;Upt. Karya Bhakti;6310010031;Upt. Karya Bakti;63.10.02.2035
32;Satiung;6310010032;Satiung;63.10.02.2014
33;Saring Sungai Binjai;6310010033;Saring Sungai Binjai;63.10.02.2015
34;Saring Sungai Bubu;6310010034;Saring S. Bubu;63.10.02.2025
35;Serdangan;6310010035;Serdangan;63.10.02.2026
