No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Air Simpang;1703093001;Air Simpang;17.03.24.2003
2;Air Sebayur;1703093002;Air Sebayur;17.03.24.2001
3;Air Sekamanak;1703093003;Air Sekamanak;17.03.24.2002
4;Marga Bakti;1703093004;Marga Bhakti;17.03.24.2005
5;Bukit Makmur;1703093005;Bukit Makmur;17.03.24.2004
6;Bukit Harapan;1703093006;Bukit Harapan;17.03.24.2009
7;Bukit Harapan;1703093006;Bukit Harapan;17.03.24.2009
8;Bukit Harapan;1703093006;Bukit Harapan;17.03.24.2009
9;Gunung Payung;1703093007;Gunung Payung;17.03.24.2008
10;Tanjung Muara;1703093008;Tanjung Muara;17.03.24.2010
11;Sumber Mulya;1703093010;Sumber Mulya;17.03.24.2007
12;Bumi Harjo;1703093011;Bumi Harjo;17.03.24.2006
