No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Blang Gele;1106050001;Blang Gele;11.04.03.2007
2;Tansaril;1106050002;Tan Saril;11.04.03.2009
3;Blang Kolak Ii;1106050003;Blang Kolak Ii;11.04.03.2010
4;Blang Kolak I;1106050004;Blang Kolak I;11.04.03.2001
5;Kemili;1106050005;Kemili;11.04.03.2008
6;Simpang Empat;1106050006;Simpang Iv;11.04.03.2012
7;Bebesen;1106050007;Bebesan;11.04.03.2002
8;Mongal;1106050008;Mongal;11.04.03.2003
9;Daling;1106050009;Daling;11.04.03.2004
10;Tensaren;1106050010;Tensaran;11.04.03.2005
11;Lelabu;1106050011;Lelabu;11.04.03.2006
12;Umang;1106050012;Umang;11.04.03.2011
13;Atu Tulu;1106050019;Atu Tulu;11.04.03.2016
14;Gele Lah;1106050020;Gele Lah;11.04.03.2019
15;Atu Gajah Reje Guru;1106050021;Atu Gajah Reje Guru;11.04.03.2015
16;Pendere Saril;1106050022;Pendere Saril;11.04.03.2024
17;Sadong Juru Mudi;1106050023;Sadong Juru Mudi;11.04.03.2025
18;Keramat Mupakat;1106050024;Keramat Mupakat;11.04.03.2014
19;Nunang Antara;1106050025;Nunang Antara;11.04.03.2023
20;Kebet;1106050026;Kebet;11.04.03.2020
21;Empus Talu;1106050027;Empus Talu;11.04.03.2018
22;Lemah Burbana;1106050028;Lemah Burbana;11.04.03.2021
23;Bahgie;1106050029;Bahgie;11.04.03.2013
24;Bur Biah;1106050030;Burbiah;11.04.03.2017
25;Ulu Nuih;1106050031;Ulu Nuwih;11.04.03.2026
26;Mah Bengi;1106050032;Mah Bengi;11.04.03.2022
27;Calo Blang Gele;1106050033;Colo Blang Gele;11.04.03.2027
28;Kala Kemili;1106050034;Kala Kemili;11.04.03.2028
