No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Panggungduwet;3505070001;Panggungduwet;35.05.04.2001
2;Pakisaji;3505070002;Pakisaji;35.05.04.2003
3;Maron;3505070003;Maron;35.05.04.2002
4;Kebonsari;3505070004;Kebonsari;35.05.04.2004
5;Bendosari;3505070005;Bendosari;35.05.04.2005
6;Suruhwadang;3505070006;Suruhwadang;35.05.04.2007
7;Sumberjo;3505070007;Sumberjo;35.05.04.2006
8;Dawuhan;3505070008;Dawuhan;35.05.04.2010
9;Sumberjati;3505070009;Sumberjati;35.05.04.2012
10;Plumpungrejo;3505070010;Plumpungrejo;35.05.04.2008
11;Jimbe;3505070011;Jimbe;35.05.04.2009
12;Kademangan;3505070012;Kademangan;35.05.04.1011
13;Rejowinangun;3505070013;Rejowinangun;35.05.04.2013
14;Plosorejo;3505070014;Plosorejo;35.05.04.2014
15;Darungan;3505070015;Darungan;35.05.04.2015
