No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Baini;7403100010;Baeni;74.02.05.2036
2;Kongga Mea;7403100011;Kongga Mea;74.02.05.2052
3;Pohara;7403100012;Pohara;74.02.05.2041
4;Andepali;7403100013;Andepali;74.02.05.2006
5;Wawolimbue;7403100014;Wawolimbue;74.02.05.2030
6;Sampara;7403100015;Sampara;74.02.05.1001
7;Andadowi;7403100016;Andadowi;74.02.05.2012
8;Polua;7403100017;Polua;74.02.05.2038
9;Rawua;7403100018;Rawua;74.02.05.1007
10;Bao-bao;7403100019;Boa Boa;74.02.05.2028
11;Puuloro;7403100020;Puuloro;74.02.05.2009
12;Bondoala;7403100021;Bondoala;74.02.05.2048
13;Andaroa;7403100022;Andaroa;74.02.05.2008
14;Totombe Jaya;7403100023;Totombe Jaya;74.02.05.2027
