No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Karangklesem;3302710001;Karangklesem;33.02.24.1001
2;Teluk;3302710002;Teluk;33.02.24.1002
3;Berkoh;3302710003;Berkoh;33.02.24.1003
4;Purwokerto Kidul;3302710004;Purwokerto Kidul;33.02.24.1004
5;Purwokerto Kulon;3302710005;Purwokerto Kulon;33.02.24.1005
6;Karangpucung;3302710006;Karangpucung;33.02.24.1006
7;Tanjung;3302710007;Tanjung;33.02.24.1007
