No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Jorlang Hataran;1209080001;Jorlang Hataran;12.08.06.2003
2;Sibunga Bunga;1209080002;Sibunga Bunga;12.08.06.2002
3;Dolok Marlawan;1209080003;Dolok Marlawan;12.08.06.2007
4;Kasindir;1209080004;Kasindir;12.08.06.2001
5;Tiga Balata;1209080005;Tiga Balata;12.08.06.1008
6;Pinang Ratus;1209080006;Pinang Ratus;12.08.06.2006
7;Bah Birong Ulu;1209080007;Bah Birong Ulu;12.08.06.2005
8;Bah Sampuran;1209080008;Bah Sampuran;12.08.06.2004
9;Panombean Huta Urung;1209080009;Panombean Hutaurung;12.08.06.2009
10;Dipar Hataran;1209080010;Dipar Hataran;12.08.06.2010
11;Parmonangan;1209080011;Parmonangan;12.08.06.2013
12;Dolok Parriasan;1209080012;Dolok Parriasan;12.08.06.2012
13;Pagar Pinang;1209080013;Pagar Pinang;12.08.06.2011
