No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Keruak;5203010;Keruak;52.03.01
2;Jerowaru;5203011;Jerowaru;52.03.20
3;Sakra;5203020;Sakra;52.03.02
4;Sakra Barat;5203021;Sakra Barat;52.03.19
5;Sakra Timur;5203022;Sakra Timur;52.03.18
6;Terara;5203030;Terara;52.03.03
7;Montong Gading;5203031;Montong Gading;52.03.11
8;Sikur;5203040;Sikur;52.03.04
9;Masbagik;5203050;Masbagik;52.03.05
10;Pringgasela;5203051;Pringgasela;52.03.12
11;Sukamulia;5203060;Sukamulia;52.03.06
12;Suralaga;5203061;Suralaga;52.03.13
13;Selong;5203070;Selong;52.03.07
14;Labuhan Haji;5203071;Labuhan Haji;52.03.17
15;Pringgabaya;5203080;Pringgabaya;52.03.08
16;Suela;5203081;Suwela;52.03.16
17;Aikmel;5203090;Aikmel;52.03.09
18;Wanasaba;5203091;Wanasaba;52.03.14
19;Sembalun;5203092;Sembalun;52.03.15
20;Lenek;5203093;Aikmel;52.03.09
21;Sambelia;5203100;Sambelia;52.03.10
