No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Jaya;6204020001;Sungai Jaya;62.04.02.2001
2;Mahajandau;6204020002;Mahajandau;62.04.02.2002
3;Mengkatip;6204020003;Mengkatip;62.04.02.1003
4;Kalanis;6204020004;Kalanis;62.04.02.2004
5;Lehai;6204020005;Lehai;62.04.02.2005
6;Damparan;6204020006;Damparan;62.04.02.2006
7;Teluk Timbau;6204020007;Teluk Timbau;62.04.02.2007
8;Batilap;6204020008;Batilap;62.04.02.2008
9;Batampang;6204020009;Batampang;62.04.02.2009
10;Mangkatir;6204020010;Mangkatir;62.04.02.2010
