No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kuantan Mudik;1401010;Kuantan Mudik;14.09.01
2;Hulu Kuantan;1401011;Hulu Kuantan;14.09.12
3;Gunung Toar;1401012;Gunungtoar;14.09.07
4;Pucuk Rantau;1401013;Pucuk Rantau;14.09.15
5;Singingi;1401020;Singingi;14.09.03
6;Singingi Hilir;1401021;Singingi Hilir;14.09.08
7;Kuantan Tengah;1401030;Kuantan Tengah;14.09.02
8;Sentajo Raya;1401031;Sentajo Raya;14.09.14
9;Benai;1401040;Benai;14.09.06
10;Kuantan Hilir;1401050;Kuantan Hilir;14.09.04
11;Pangean;1401051;Pangean;14.09.09
12;Logas Tanah Darat;1401052;Logas Tanah Darat;14.09.10
13;Kuantan Hilir Seberang;1401053;Kuantan Hilir Seberang;14.09.13
14;Cerenti;1401060;Cerenti;14.09.05
15;Inuman;1401061;Inuman;14.09.11
