No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batu Belanak;2103031001;Batu Belanak;21.03.22.2002
2;Gunung Jambat;2103031002;Gunung Jambat;21.03.22.2003
3;Air Kumpai;2103031003;Air Kumpai;21.03.22.2001
