No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lemo Lemo;8204080011;Lemo Lemo;82.04.04.2023
2;Papaceda;8204080012;Papaceda;82.04.04.2022
3;Oha;8204080013;Oha;82.04.04.2021
4;Balitata;8204080014;Balitata;82.04.04.2020
5;Saketa;8204080015;Saketa;82.04.04.2019
6;Cango;8204080016;Cango;82.04.04.2018
7;Koititi;8204080017;Koititi;82.04.04.2017
8;Doro;8204080018;Doro;82.04.04.2016
9;Tabamasa;8204080034;Tabamasa;82.04.04.2036
10;Bumi Rahmat;8204080035;Bumi Rahmat;82.04.04.2029
