No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bandar Pasir Mandoge;1208010;Bandar Pasir Mandoge;12.09.17
2;Bandar Pulau;1208020;Bandar Pulau;12.09.15
3;Aek Songsongan;1208021;Aek Songsongan;12.09.21
4;Rahuning;1208022;Rahunig;12.09.22
5;Pulau Rakyat;1208030;Pulau Rakyat;12.09.14
6;Aek Kuasan;1208031;Aek Kuasan;12.09.18
7;Aek Ledong;1208032;Aek Ledong;12.09.32
8;Sei Kepayang;1208040;Sei Kepayang;12.09.11
9;Sei Kepayang Barat;1208041;Sei Kepayang Barat;12.09.24
10;Sei Kepayang Timur;1208042;Sei Kepayang Timur;12.09.25
11;Tanjung Balai;1208050;Tanjung Balai;12.09.10
12;Simpang Empat;1208060;Simpang Empat;12.09.12
13;Teluk Dalam;1208061;Teluk Dalam;12.09.31
14;Air Batu;1208070;Air Batu;12.09.13
15;Sei Dadap;1208071;Sei Dadap;12.09.23
16;Buntu Pane;1208080;Buntu Pane;12.09.16
17;Tinggi Raja;1208081;Tinggi Raja;12.09.26
18;Setia Janji;1208082;Setia Janji;12.09.27
19;Meranti;1208090;Meranti;12.09.08
20;Pulo Bandring;1208091;Pulo Bandring;12.09.30
21;Rawang Panca Arga;1208092;Rawang Panca Arga;12.09.29
22;Air Joman;1208100;Air Joman;12.09.09
23;Silau Laut;1208101;Silau Laut;12.09.28
24;Kisaran Barat;1208160;Kota Kisaran Barat;12.09.19
25;Kisaran Timur;1208170;Kota Kisaran Timur;12.09.20
