No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Rejowinangun;6310051001;Rejo Winangun;63.10.07.2003
2;Pematang Ulin;6310051002;Pematang Ulin;63.10.07.2005
3;Karang Bintang;6310051003;Karang Bintang;63.10.07.2001
4;Batulicin Irigasi;6310051004;Batu Licin Irigasi;63.10.07.2006
5;Pandan Sari;6310051005;Pandan Sari;63.10.07.2002
6;Sela Selilau;6310051006;Selaselilau;63.10.07.2004
7;Manunggal;6310051007;Manunggal;63.10.07.2007
8;Maju Sejahtera;6310051008;Maju Sejahtera;63.10.07.2011
9;Sumber Wangi;6310051009;Sumber Wangi;63.10.07.2009
10;Madu Retno;6310051010;Madu Retno;63.10.07.2010
11;Karang Rejo;6310051011;Karang Rejo;63.10.07.2012
