No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Rai Manuk;5306032;Raimanuk;53.04.13
2;Tasifeto Barat;5306050;Tasifeto Barat;53.04.04
3;Kakuluk Mesak;5306051;Kakuluk Mesak;53.04.05
4;Nanaet Dubesi;5306052;Nanaet Duabesi;53.04.23
5;Atambua;5306060;Kota Atambua;53.04.12
6;Atambua Barat;5306061;Atambua Barat;53.04.21
7;Atambua Selatan;5306062;Atambua Selatan;53.04.22
8;Tasifeto Timur;5306070;Tasifetotimur;53.04.02
9;Raihat;5306071;Raihat;53.04.03
10;Lasiolat;5306072;Lasiolat;53.04.17
11;Lamaknen;5306080;Lamaknen;53.04.01
12;Lamaknen Selatan;5306081;Lamaknen Selatan;53.04.18
