No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Wonorejo;3514050001;Wonorejo;35.14.04.2001
2;Kronto;3514050002;Kronto;35.14.04.2009
3;Pancur;3514050003;Pancur;35.14.04.2008
4;Karang Asem;3514050004;Karang Asem;35.14.04.2010
5;Cukurguling;3514050005;Cukur Guling;35.14.04.2011
6;Lumbang;3514050006;Lumbang;35.14.04.2007
7;Bulukandang;3514050007;Bulu Kandang;35.14.04.2006
8;Karang Jati;3514050008;Karang Jati;35.14.04.2012
9;Watulumbung;3514050009;Watu Lumbung;35.14.04.2004
10;Panditan;3514050010;Panditan;35.14.04.2005
11;Banjarimbo;3514050011;Banjarimbo;35.14.04.2002
12;Welulang;3514050012;Welulang;35.14.04.2003
