No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kanggime;9418010;Kanggime;91.14.03
2;Woniki;9418011;Woniki;91.14.10
3;Nabunage;9418012;Nabunage;91.14.18
4;Gilubandu;9418013;Gilubandu;91.14.19
5;Wakuo;9418014;Wakuwo;91.14.34
6;Aweku;9418015;Aweku;91.14.43
7;Bogonuk;9418016;Bogonuk;91.14.44
8;Karubaga;9418020;Karubaga;91.14.01
9;Goyage;9418021;Goyage;91.14.05
10;Wunin;9418022;Wunim;91.14.06
11;Kondaga;9418023;Konda_ Kondaga;91.14.12
12;Nelawi;9418024;Nelawi;91.14.13
13;Kuari;9418025;Kuari;91.14.14
14;Lianogoma;9418026;Li Anogomma;91.14.45
15;Biuk;9418027;Biuk;91.14.46
16;Bokondini;9418030;Bokondini;91.14.02
17;Bokoneri;9418031;Bokoneri;91.14.15
18;Bewani;9418032;Bewani;91.14.16
19;Kembu;9418040;Kembu;91.14.04
20;Wina;9418041;Wina;91.14.07
21;Umagi;9418042;Umagi;91.14.08
22;Panaga;9418043;Panaga;91.14.09
23;Poganeri;9418044;Poganeri;91.14.27
24;Kamboneri;9418045;Kamboneri;91.14.28
25;Air Garam;9418046;Airgaram;91.14.29
26;Dow;9418047;Dow;91.14.31
27;Dow;9418047;Dow;91.14.31
28;Dow;9418047;Dow;91.14.31
29;Wari _ Taiyeve;9418048;Wari_taiyeve Ii;91.14.30
30;Egiam;9418049;Egiam;91.14.26
31;Nunggawi;9418051;Nunggawi;91.14.20
32;Kubu;9418060;Kubu;91.14.11
33;Anawi;9418061;Anawi;91.14.37
34;Wugi;9418062;Wugi;91.14.39
35;Geya;9418070;Geya;91.14.25
36;Wenam;9418071;Wenam;91.14.38
37;Numba;9418080;Numba;91.14.22
38;Kai;9418081;Kai;91.14.42
39;Dundu;9418090;Dundu;91.14.24
40;Gundagi;9418100;Gundagi;91.14.21
41;Timori;9418110;Timori;91.14.23
42;Yuneri;9418121;Yuneri;91.14.33
43;Tagime;9418125;Tagime;91.14.41
44;Danime;9418126;Danime;91.14.40
45;Yuko;9418127;Yuko;91.14.47
46;Telenggeme;9418541;Telenggeme;91.14.36
47;Gika;9418542;Gika;91.14.35
48;Tagineri;9418543;Tagineri;91.14.32
