No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kesek;3526020001;Kesek;35.26.12.2001
2;Pangpong;3526020002;Pangpong;35.26.12.2004
3;Sukolilo Barat;3526020003;Sukolilo Barat;35.26.12.2006
4;Sukolilo Timur;3526020004;Sukolilo Timur;35.26.12.2005
5;Bunajih;3526020005;Bunajih;35.26.12.2009
6;Bringin;3526020006;Bringen;35.26.12.2007
7;'Ba''engas';3526020007;"Ba""engas";35.26.12.2008
8;Morkepek;3526020008;Morkepek;35.26.12.2013
9;Labang;3526020009;Labang;35.26.12.2002
10;Jukong;3526020010;Jukong;35.26.12.2003
11;Sendang Laok;3526020011;Sendang Laok;35.26.12.2010
12;Sendang Dajah;3526020012;Sendang Dajah;35.26.12.2011
13;Petapan;3526020013;Petapan;35.26.12.2012
