No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bungus Teluk Kabung;1371010;Bungus Teluk Kabung;13.71.05
2;Lubuk Kilangan;1371020;Lubuk Kilangan;13.71.07
3;Lubuk Begalung;1371030;Lubuk Begalung;13.71.06
4;Padang Selatan;1371040;Padang Selatan;13.71.01
5;Padang Timur;1371050;Padang Timur;13.71.02
6;Padang Barat;1371060;Padang Barat;13.71.03
7;Padang Utara;1371070;Padang Utara;13.71.04
8;Nanggalo;1371080;Nanggalo;13.71.10
9;Kuranji;1371090;Kuranji;13.71.09
10;Pauh;1371100;Pauh;13.71.08
11;Koto Tangah;1371110;Koto Tangah;13.71.11
