No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kahayan Kuala;6210010;Kahayan Kuala;62.11.02
2;Sebangau Kuala;6210011;Sebangau Kuala;62.11.08
3;Pandih Batu;6210020;Pandih Batu;62.11.01
4;Maliku;6210030;Maliku;62.11.06
5;Kahayan Hilir;6210040;Kahayan Hilir;62.11.05
6;Jabiren Raya;6210041;Jabiren;62.11.07
7;Kahayan Tengah;6210050;Kahayan Tengah;62.11.03
8;Banama Tingang;6210060;Banama Tingang;62.11.04
