No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pamintangan;6308070004;Pamintangan;63.08.06.2041
2;Pakacangan;6308070005;Pakacangan;63.08.06.2004
3;Cakeru;6308070006;Cakeru;63.08.06.2027
4;Pakapuran;6308070007;Pakapuran;63.08.06.2003
5;Panangkalaan;6308070008;Panangkalaan;63.08.06.2005
6;Panangkalaan Hulu;6308070017;Panangkalaan Hulu;63.08.06.2026
7;Padang Basar Hilir;6308070018;Padang Basar Hilir;63.08.06.2033
8;Padang Basar;6308070019;Padang Basar;63.08.06.2006
9;Murung Karangan;6308070020;Murung Karangan;63.08.06.2007
10;Panangian;6308070021;Panangian;63.08.06.2037
11;Kamayahan;6308070022;Kamayahan;63.08.06.2008
12;Teluk Daun;6308070023;Teluk Daun;63.08.06.2011
13;Kuangan;6308070024;Kuangan;63.08.06.2030
14;Sungai Turak;6308070025;Sungai Turak;63.08.06.2012
15;Telaga Bamban;6308070026;Telaga Bamban;63.08.06.2034
16;Tabalong Mati;6308070027;Tabalong Mati;63.08.06.2013
17;Sungai Turak Dalam;6308070035;Sungai Turak Dalam;63.08.06.2028
18;Muara Baruh;6308070036;Muara Baruh;63.08.06.2010
19;Panyaungan;6308070037;Panyaungan;63.08.06.2029
20;Pandawanan;6308070038;Pandawanan;63.08.06.2044
21;Pimping;6308070039;Pimping;63.08.06.2020
22;Padang Luar;6308070040;Padang Luar;63.08.06.2021
23;Air Tawar;6308070041;Air Tawar;63.08.06.2035
24;Tayur;6308070042;Tayur;63.08.06.2023
25;Guntung;6308070043;Guntung;63.08.06.2009
26;Tabing Liring;6308070044;Tabing Liring;63.08.06.2032
