No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Nagrog;3204100001;Nagrog;32.04.25.2012
2;Narawita;3204100002;Narawita;32.04.25.2007
3;Margaasih;3204100003;Margaasih;32.04.25.2006
4;Cicalengka Wetan;3204100004;Cicalengka Wetan;32.04.25.2002
5;Cikuya;3204100005;Cikuya;32.04.25.2004
6;Waluya;3204100006;Waluya;32.04.25.2011
7;Panenjoan;3204100007;Panenjoan;32.04.25.2008
8;Tenjolaya;3204100008;Tenjolaya;32.04.25.2010
9;Cicalengka Kulon;3204100009;Cicalengka Kulon;32.04.25.2001
10;Babakanpeuteuy;3204100010;Babakan Peuteuy;32.04.25.2003
11;Dampit;3204100011;Dampit;32.04.25.2005
12;Tanjungwangi;3204100012;Tanjungwangi;32.04.25.2009
