No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Toari Bombana;7406061001;Toari Bombana;74.06.07.2002
2;Timbala;7406061002;Timbala;74.06.07.2003
3;Ranokomea;7406061003;Ranokomea;74.06.07.2004
4;Rakadua;7406061004;Rakadua;74.06.07.2005
5;Lameo-meong;7406061005;Lameong-meong;74.06.07.2006
6;Babamolingku;7406061006;Babamolingku;74.06.07.2001
7;Balasari;7406061007;Balasari;74.06.07.2008
8;Pabiring;7406061008;Pabiring;74.06.07.2007
9;Bulu Manai;7406061009;Bulumanai;74.06.07.2009
10;Matabundu;7406061010;Matabundu;74.06.07.2010
11;Analere;7406061011;Analere;74.06.07.2011
