No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Huwongo;7502011001;Huwongo;75.01.20.2005
2;Biluhu Barat;7502011002;Biluhu Barat;75.01.20.2001
3;Lobuto;7502011003;Lobuto;75.01.20.2002
4;Luluo;7502011004;Luluo;75.01.20.2004
5;Biluhu Tengah;7502011005;Biluhu Tengah;75.01.20.2003
6;Lobuto Timur;7502011006;Lobuto Timur;75.01.20.2006
7;Olimeyala;7502011007;Olimeyala;75.01.20.2008
8;'Botubolu''o';7502011008;Botu Boluo;75.01.20.2007
