No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Paya Tiba;1109080032;Paya Tiba;11.07.13.2019
2;Rapana;1109080033;Rapana;11.07.13.2018
3;Baro Yaman;1109080034;Baro Yaman;11.07.13.2002
4;Sentosa;1109080044;Sentosa;11.07.13.2004
5;Mesjid Yaman;1109080045;Mesjid Yaman;11.07.13.2001
6;Baroh Barat Yaman;1109080046;Baroh Barat Yaman;11.07.13.2005
7;Mee Teungoh;1109080047;Mee Teungoh Yaman;11.07.13.2003
8;Mee Teungoh;1109080047;Teungoh;11.07.25.2007
9;Bale;1109080048;Balee Busu;11.07.13.2027
10;Lingkok;1109080049;Lingkok Busu;11.07.13.2028
11;Reului;1109080050;Reului;11.07.13.2023
12;Dayah Syarif;1109080051;Dayah Syarief;11.07.13.2024
13;Ribeun;1109080052;Ribeun;11.07.13.2026
14;Peureulak;1109080053;Peureulak;11.07.13.2025
15;Kumbang;1109080054;Kumbang;11.07.13.2029
16;Mee Panyang;1109080055;Mee Panyang;11.07.13.2022
17;Blang Lileue;1109080056;Blang Lilue;11.07.13.2010
18;Bale Baro Keumangan;1109080057;---;---
19;Mesjid Keumangan;1109080058;Mesjid Keumangan;11.07.13.2012
20;Lueng Sagoe;1109080059;Lueng Sagoe;11.07.13.2014
21;Blang Beureueh;1109080060;Blang Beureueh;11.07.13.2015
22;Lampoh Sirong;1109080069;Lampoh Sirong;11.07.13.2021
23;Pante Beureueh;1109080070;Pante Beureueh;11.07.13.2017
24;Paloh Kambuek;1109080071;Paloh Kambuek;11.07.13.2020
25;Dayah Beureueh;1109080072;Dayah Beureueh;11.07.13.2016
26;Blang Tidiek;1109080073;Blang Tidiek;11.07.13.2009
27;Jadan;1109080074;Jadan;11.07.13.2007
28;Tuha Gampong Gajah;1109080075;Tuha Gampong Gajah;11.07.13.2006
29;Dayah Tidiek;1109080076;Dayah Tidiek;11.07.13.2013
30;Keumangan Cut;1109080077;Keumangan Cut;11.07.13.2011
