No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sumanggi;6307090003;Sumanggi;63.07.08.2002
2;Ilung Pasar Lama;6307090007;Ilung Pasar Lama;63.07.08.2021
3;Dangu;6307090009;Dangu;63.07.08.2010
4;Hapingin;6307090011;Hapingin;63.07.08.2009
5;Ilung;6307090012;Ilung;63.07.08.2003
6;Ilung Tengah;6307090013;Ilung Tengah;63.07.08.2013
7;Sumanggi Seberang;6307090014;Sumanggi Semerang;63.07.08.2001
8;Awang Baru;6307090016;Awang Baru;63.07.08.2019
9;Awang;6307090018;Awang;63.07.08.2018
10;Maringgit;6307090019;Maringgit;63.07.08.2004
11;Labunganak;6307090020;Labunganak;63.07.08.2008
12;Muara Rintis;6307090033;Muara Rintis;63.07.08.2020
13;Telang;6307090035;Telang;63.07.08.2005
14;Haur Gading;6307090036;Haur Gading;63.07.08.2014
