No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sampora;3202280001;Sampora;32.02.06.2008
2;Cijambe;3202280002;Cijambe;32.02.06.2011
3;Cikiray;3202280003;Cikiray;32.02.06.2002
4;Mekarnangka;3202280004;Mekarnangka;32.02.06.2010
5;Cikidang;3202280005;Cikidang;32.02.06.2001
6;Gunung Malang;3202280006;Gunungmalang;32.02.06.2003
7;Nangkakoneng;3202280007;Nangkakoneng;32.02.06.2009
8;Pangkalan;3202280008;Pangkalan;32.02.06.2004
9;Bumisari;3202280009;Bumi Sari;32.02.06.2007
10;Cicareuh;3202280010;Cicareuh;32.02.06.2005
11;Tamansari;3202280011;Taman Sari;32.02.06.2006
12;Cikarae Thoyibah;3202280012;Cikarae Thoyyibah;32.02.06.2012
