No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Marga Jaya;1812070001;Marga Jaya;18.12.05.2003
2;Mekar Jaya;1812070002;Mekar Jaya;18.12.05.2002
3;Suka Jaya;1812070003;Suka Jaya;18.12.05.2005
4;Mulya Jaya;1812070004;Mulya Jaya;18.12.05.2006
5;Wono Rejo;1812070005;Wono Rejo;18.12.05.2009
6;Sumber Jaya;1812070006;Sumber Jaya;18.12.05.2008
7;Bangun Jaya;1812070007;Bangun Jaya;18.12.05.2007
8;Jaya Murni;1812070009;Jaya Murni;18.12.05.2004
9;Tri Tunggal Jaya;1812070010;Tri Tunggal Jaya;18.12.05.2010
10;Mulya Sari;1812070011;Mulya Sari;18.12.05.2011
11;Dwikora Jaya;1812070012;Dwikora Jaya;18.12.05.2012
12;Sumber Rejeki;1812070013;Sumber Rejeki;18.12.05.2013
