No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mariso;7371010;Mariso;73.71.01
2;Mamajang;7371020;Mamajang;73.71.02
3;Tamalate;7371030;Tamalate;73.71.10
4;Rappocini;7371031;Rappocini;73.71.13
5;Makassar;7371040;Makassar;73.71.03
6;Ujung Pandang;7371050;Ujung Pandang;73.71.04
7;Wajo;7371060;Wajo;73.71.05
8;Bontoala;7371070;Bontoala;73.71.06
9;Ujung Tanah;7371080;Ujung Tanah;73.71.08
10;Kepulauan Sangkarrang;7371081;Kepulauan Sangkarrang;73.71.15
11;Tallo;7371090;Tallo;73.71.07
12;Panakkukang;7371100;Panakkukang;73.71.09
13;Manggala;7371101;Manggala;73.71.12
14;Biring Kanaya;7371110;Biringkanaya;73.71.11
15;Tamalanrea;7371111;Tamalanrea;73.71.14
