No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Busato;7107060001;Busato;71.08.06.2012
2;Kayuogu;7107060002;Kayu Ogu;71.08.06.2009
3;Batu Bantayo;7107060003;Batu Bantayo;71.08.06.2013
4;Tontulow;7107060004;Tuntulow;71.08.06.2008
5;Tombulang;7107060005;Tombulang;71.08.06.2007
6;Buko;7107060006;Buko;71.08.06.2005
7;Buko Selatan;7107060007;Buko Selatan;71.08.06.2011
8;Dalapuli;7107060008;Dalapuli;71.08.06.2004
9;Batutajam;7107060009;Batu Tajam;71.08.06.2003
10;Dengi;7107060010;Dengi;71.08.06.2006
11;Tuntung;7107060011;Tuntung;71.08.06.2002
12;Komus I;7107060012;Komus I;71.08.06.2001
13;Tanjung Sidupa;7107060013;Tanjung Sidupa;71.08.06.2010
14;Tontulow Utara;7107060014;Tuntulow Utara;71.08.06.2015
15;Buko Utara;7107060015;Buko Utara;71.08.06.2018
16;Dalapuli Barat;7107060016;Dalapuli Barat;71.08.06.2017
17;Dalapuli Timur;7107060017;Dalapuli Timur;71.08.06.2016
18;Tombulang Timur;7107060018;Tambulang Timur;71.08.06.2019
19;Tombulang Pantai;7107060019;Tambulang Pantai;71.08.06.2020
20;Duini;7107060020;Duini;71.08.06.2022
21;Tuntung Timur;7107060021;Tuntung Timur;71.08.06.2021
22;Padango;7107060022;Padango;71.08.06.2014
