No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Paisubatu;7201070008;Paisubatu;72.07.07.2008
2;Batangono;7201070009;Batangono;72.07.07.2009
3;Lalengan;7201070010;Lalengan;72.07.07.2010
4;Peling Lalomo;7201070011;Peling Lalomo;72.07.07.2011
5;Labasiano;7201070012;Labasiano;72.07.07.2012
6;Tataba;7201070013;Tataba;72.07.07.2013
7;Malanggong;7201070014;Malanggong;72.07.07.2014
8;Leme-leme Bungin;7201070015;Leme-leme Bungin;72.07.07.2015
9;Leme-leme Darat;7201070016;Leme-leme Darat;72.07.07.2016
10;Talas-talas;7201070017;Talas-talas;72.07.07.2017
11;Okulo Potil;7201070018;Okulo Potil;72.07.07.2018
12;Olusi;7201070019;Olusi;72.07.07.2020
13;Tatendeng;7201070020;Tatendeng;72.07.07.2019
