No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Posigadan;7110010;Posigadan;71.11.02
2;Tomini;7110011;Tomini;71.11.07
3;Bolang Uki;7110020;Bolaang Uki;71.11.01
4;Helumo;7110021;Helumo;71.11.06
5;Pinolosian;7110030;Pinolosian;71.11.03
6;Pinolosian Tengah;7110040;Pinolosian Tengah;71.11.04
7;Pinolosian Timur;7110050;Pinolosian Timur;71.11.05
