No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Fadoro Hunogoa;1201131001;Fadoro Hunogoa;12.04.20.2001
2;Lolofaoso Lalai;1201131002;Lolofaoso Lalai;12.04.20.2002
3;Fulolo Lalai;1201131003;Fulolo Lalai;12.04.20.2003
4;Lalai I _ Ii;1201131004;Lalai I_ii;12.04.20.2005
5;Lawa Lawa;1201131005;Lawa-lawa;12.04.20.2004
6;Lolowua;1201131006;Lolowua;12.04.20.2006
7;Dahadano Botombawo;1201131007;Dahadano Botombawo;12.04.20.2007
8;Fadoro Lalai;1201131008;Fadoro Lalai;12.04.20.2008
9;Lolowua Hiliwarasi;1201131009;Lolowua Hiliwarasi;12.04.20.2009
10;Hilizia Lauru;1201131010;Hilizia Lauru;12.04.20.2010
11;Lolo Faoso;1201131011;Lolofaoso;12.04.20.2015
12;Onombongi;1201131012;Onombongi;12.04.20.2013
13;Orahili Idanoi;1201131013;Orahili Idanoi;12.04.20.2014
14;Awela;1201131014;Awela;12.04.20.2012
15;Ehosakhozi;1201131015;Ehosakhozi;12.04.20.2011
