No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Karya Mekar;3201160011;Karyamekar;32.01.08.2001
2;Bantar Kuning;3201160012;Bantarkuning;32.01.08.2007
3;Cikutamahi;3201160013;Cikutamahi;32.01.08.2003
4;Cibatu Tiga;3201160014;Cibatutiga;32.01.08.2010
5;Mekarwangi;3201160015;Mekarwangi;32.01.08.2006
6;Tegal Panjang;3201160016;Tegalpanjang;32.01.08.2009
7;Cariu;3201160017;Cariu;32.01.08.2005
8;Kuta Mekar;3201160018;Kutamekar;32.01.08.2004
9;Sukajadi;3201160019;Sukajadi;32.01.08.2008
10;Babakan Raden;3201160020;Babakanraden;32.01.08.2002
