No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tapa;7504010;Tapa;75.03.01
2;Bulango Utara;7504011;Bulango Utara;75.03.05
3;Bulango Selatan;7504012;Bulango Selatan;75.03.15
4;Bulango Timur;7504013;Bulango Timur;75.03.16
5;Bulango Ulu;7504014;Bulango Ulu;75.03.14
6;Kabila;7504020;Kabila;75.03.02
7;Botu Pingge;7504021;Botupingge;75.03.07
8;Tilongkabila;7504022;Tilongkabila;75.03.06
9;Suwawa;7504030;Suwawa;75.03.03
10;Suwawa Selatan;7504031;Suwawa Selatan;75.03.12
11;Suwawa Timur;7504032;Suwawa Timur;75.03.11
12;Suwawa Tengah;7504033;Suwawa Tengah;75.03.13
13;Pinogu;7504034;Pinogu;75.03.18
14;Bonepantai;7504040;Bonepantai;75.03.04
15;Kabila Bone;7504041;Kabila Bone;75.03.08
16;Bone Raya;7504042;Bone Raya;75.03.10
17;Bone;7504043;Bone;75.03.09
18;Bulawa;7504044;Bulawa;75.03.17
