No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Dolupo Karya;7212030001;Dolupo Karya;72.12.03.2001
2;Mandula;7212030002;Mandula;72.12.03.2010
3;Lembobelala;7212030003;Lembobelala;72.12.03.2008
4;'Po''ona';7212030004;Po'ona;72.12.03.2002
5;Ronta;7212030005;Ronta;72.12.03.2004
6;Bintangor Mukti;7212030006;Bintangor Mukti;72.12.03.2009
7;Petumbea;7212030007;Petumbea;72.12.03.2003
8;'Pontango''a';7212030008;Pontangoa;72.12.03.2005
9;Jamor Jaya;7212030009;Jamor Jaya;72.12.03.2006
10;'Pa''awaru';7212030010;Pa'awaru;72.12.03.2007
