No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Hilizanuwo;1214051001;Hilizanuwo;12.14.25.2008
2;Mondrowe;1214051002;Mondrowe;12.14.25.2001
3;Hilidohona;1214051003;Hilidohona;12.14.25.2002
4;Hililaora;1214051004;Hililaora;12.14.25.2003
5;Ulu Idanoduo;1214051005;Uluidanoduo;12.14.25.2004
6;Naai;1214051006;Na'ai;12.14.25.2010
7;Taluzusua;1214051007;Taluzusua;12.14.25.2007
8;Hilisaooto;1214051008;Hilisao'oto;12.14.25.2006
9;Umbusohahau;1214051010;Umbu Sohahau;12.14.25.2005
10;Olanori;1214051011;Olanori;12.14.25.2011
11;Hoya;1214051012;Hoya;12.14.25.2009
