No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Banyu Urip;5201020003;Banyu Urip;52.01.01.2006
2;Dasan Geres;5201020004;Dasan Geres;52.01.01.1004
3;Babussalam;5201020005;Babussalam;52.01.01.2007
4;Dasan Tapen;5201020006;Dasan Tapen;52.01.01.2008
5;Beleke;5201020007;Beleke;52.01.01.2009
6;Kebunayu;5201020009;Kebon Ayu;52.01.01.2002
7;Gapuk;5201020010;Gapuk;52.01.01.2003
8;Suka Makmur;5201020011;Suka Makmur;52.01.01.2005
9;Tempos;5201020012;Tempos;52.01.01.2010
10;Gerung Selatan;5201020013;Gerung Selatan;52.01.01.1011
11;Gerung Utara;5201020014;Gerung Utara;52.01.01.1001
12;Mesanggok;5201020015;Mesanggok;52.01.01.2012
13;Giri Tembesi;5201020016;Giri Tembesi;52.01.01.2014
14;Taman Ayu;5201020017;Taman Ayu;52.01.01.2013
