No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Talang Denau;1703060010;Talang Denau;17.03.07.2008
2;Gunung Selan;1703060011;Gunung Selan;17.03.07.2009
3;Gunung Agung;1703060012;Gunung Agung;17.03.07.2012
4;Gunung Alam;1703060014;Gunung Alam;17.03.07.1027
5;Sido Urip;1703060015;Sido Urip;17.03.07.2014
6;Datar Ruyung;1703060016;Datar Ruyung;17.03.07.2010
7;Tanjung Raman;1703060017;Tanjung Raman;17.03.07.2001
8;Lubuk Saung;1703060020;Lubuk Sahung;17.03.07.2002
9;Karang Suci;1703060021;Karang Suci;17.03.07.2004
10;Purwodadi;1703060022;Purwodadi;17.03.07.1026
11;Karang Anyar Ii;1703060023;Karang Anyar Ii;17.03.07.2022
12;Karang Anyar;1703060024;Karang Anyar I;17.03.07.2015
13;Taba Tembilang;1703060025;Taba Tembilang;17.03.07.2016
14;Senali;1703060026;Senali;17.03.07.2011
15;Kuro Tidur;1703060027;Kuro Tidur;17.03.07.2003
