No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sei Meranti Darussalam;1409014001;Sei Meranti Darussalam;14.07.08.2022
2;Akar Belingkar;1409014002;Akar Belingkar;14.07.08.2023
3;Sei Meranti;1409014003;Sei Meranti;14.07.08.2021
4;Sei Tapah;1409014004;---;---
5;Tanjung Medan;1409014005;Tanjungmedan;14.07.08.2007
6;Tangga Batu;1409014006;Tangga Batu;14.07.08.2020
7;Tanjung Medan Barat;1409014007;Tanjungmedan Barat;14.07.08.2019
8;Tanjung Sari;1409014008;Tanjungsari;14.07.08.2009
9;Pondok Kresek;1409014009;Pondok Kresek;14.07.08.2013
10;Perkebunan Tanjung Medan;1409014010;Perkebunan Tanjung Medan;14.07.08.2014
11;Sri Kayangan;1409014011;Sri Kayangan;14.07.08.2006
12;Tanjung Medan Utara;1409014012;Tanjungmedan Utara;14.07.08.2018
13;Bagan Nenas;1409014013;---;---
