No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Muara Pulutan;1701050001;Muara Pulutan;17.01.02.2014
2;Muara Payang;1701050002;Muara Payang;17.01.02.2017
3;Durian Seginim;1701050003;Durian Seginim;17.01.02.2018
4;Banding Agung;1701050004;Banding Agung;17.01.02.2020
5;Pajar Bulan;1701050005;Pajar Bulan;17.01.02.2021
6;Padang Lebar;1701050006;Padang Lebar;17.01.02.2001
7;Dusun Tengah;1701050007;Dusun Tengah;17.01.02.2022
8;Padang Siring;1701050008;Padang Siring;17.01.02.2023
9;Tanjung Menang;1701050009;Tanjung Menang;17.01.02.2004
10;Gunung Ayu;1701050010;Gunung Ayu;17.01.02.2011
11;Kota Bumi Baru;1701050011;Kota Bumi Baru;17.01.02.2015
12;Sindang Bulan;1701050012;Sindang Bulan;17.01.02.2016
13;Sukaraja;1701050013;Sukaraja;17.01.02.2002
14;Pasar Baru;1701050014;Pasar Baru;17.01.02.1024
15;Darat Sawah;1701050015;Darat Sawah;17.01.02.2005
16;Kota Agung;1701050016;Kota Agung;17.01.02.2006
17;Muara Danau;1701050017;Muara Danau;17.01.02.2009
18;Babatan Ilir;1701050018;Babatan Ilir;17.01.02.2007
19;Babatan Ulu;1701050019;Babatan Ulu;17.01.02.2008
20;Tanjung Agung;1701050020;Tanjung Agung;17.01.02.2030
21;Dusun Baru;1701050021;Dusun Baru;17.01.02.2031
22;Darat Sawah Ulu;1701050022;Darat Sawah Ulu;17.01.02.2029
