No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Warambe;7402020010;Warambe;74.03.25.2004
2;Walambeno Wite;7402020011;Walambeno Wite;74.03.25.1006
3;Wakumoro;7402020012;Wakumoro;74.03.25.1005
4;Kosundano;7402020013;Kosundano;74.03.25.2012
5;Kolasa;7402020014;Kolasa;74.03.25.1007
6;Parigi;7402020015;Parigi;74.03.25.2008
7;Wasolangka;7402020016;Wasolangka;74.03.25.1009
8;Wapuale;7402020017;Wapuale;74.03.25.2010
9;Labulu-bulu;7402020018;Labulu Bulu;74.03.25.2001
10;Latampu;7402020019;Latumpu;74.03.25.2002
11;Laiba;7402020020;Laiba;74.03.25.2003
12;Katapi;7402020021;---;---
13;Latongku;7402020022;---;---
14;Latongku;7402020022;---;---
15;Labalia;7402020023;---;---
16;Latandi Wuna;7402020024;Kotano Wuna;74.03.27.2019
