No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Faka Fuku;9412040005;Fakafuku;91.09.02.2004
2;Kiliarma;9412040007;Kiliarma;91.09.02.2001
3;Amungun;9412040008;Amungun;91.09.02.2002
4;Aramsolki;9412040009;Aramsolki;91.09.02.2003
5;Hinat Untung;9412040010;Hinat Untung;91.09.02.2008
6;Masaimamo;9412040011;Masasimamo;91.09.02.2005
7;Emkoma Halama;9412040012;Emkoma Halama;91.09.02.2007
8;Emogora;9412040013;Emogoma;91.09.02.2006
