No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tulap;7102240001;Tulap;71.02.04.2001
2;Kayu Besi;7102240002;Kayubesi;71.02.04.2003
3;Lalumpe;7102240003;Lalumpe;71.02.04.2002
4;Ranowangko Dua;7102240004;Ranowangko Ii;71.02.04.2004
5;Kombi;7102240005;Kombi;71.02.04.2005
6;Sawangan;7102240006;Sawangan;71.02.04.2006
7;Kolongan;7102240007;Kolongan;71.02.04.2007
8;Rerer;7102240008;Rerer;71.02.04.2008
9;Makalisung;7102240009;Makalisung;71.02.04.2010
10;Kalawiran;7102240010;Kalawiran;71.02.04.2011
11;Kinaleosan;7102240011;Kinaleosan;71.02.04.2009
12;Kolongan Satu;7102240012;Kolongan I;71.02.04.2012
13;Rerer Satu;7102240013;Rerer I;71.02.04.2013
