No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batang Bulu Tanggal;1221040045;Batang Bulu Tanggal;12.21.04.2024
2;Janji Matogu;1221040051;Janji Matogu;12.21.04.2001
3;Pagaran Silindung;1221040053;Pagaran Silindung;12.21.04.2002
4;Tangga Bosi;1221040060;Tangga Bosi;12.21.04.2003
5;Huta Ibus;1221040061;Hutaibus;12.21.04.2004
6;Pagaran Jalu Jalu;1221040062;Pagaran Jalu-jalu;12.21.04.2005
7;Huta Nopan;1221040063;Hutanopan;12.21.04.2006
8;Pagaran Jae Batu;1221040064;Pagaran Jae Batu;12.21.04.2008
9;Bonal;1221040065;Bonal;12.21.04.2011
10;Pasar Latong;1221040066;Pasar Latong;12.21.04.2007
11;Aek Lancat;1221040067;Aek Lancat;12.21.04.2009
12;Gunung Manobot;1221040068;Gunung Manobot;12.21.04.2014
13;Huta Dolok;1221040069;Huta Dolok;12.21.04.2013
14;Pagaran Malaka;1221040070;Pagaran Malaka;12.21.04.2012
15;Batang Tanggal Baru;1221040071;Batang Tanggal Baru;12.21.04.2010
16;Batang Bulu Jae;1221040072;Batang Bulu Jae;12.21.04.2015
17;Janji Lobi Lima;1221040073;Janji Lobi Lima;12.21.04.2017
18;Surodingin;1221040074;Suro Dingin;12.21.04.2016
19;Sangkilon;1221040075;Sangkilon;12.21.04.2018
20;Siali Ali;1221040076;Siali-ali;12.21.04.2019
21;Huta Lombang;1221040077;Huta Lombang;12.21.04.2020
22;Parsombaan;1221040078;Parsombaan;12.21.04.2022
23;Pagaran Mompang;1221040079;Pagaran Mompang;12.21.04.2021
24;Sihiuk;1221040080;Sihiuk;12.21.04.2023
