No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Ambuau Indah;7401051008;Ambuau Indah;74.04.24.2006
2;Mopaano;7401051009;Mopaano;74.04.24.2008
3;Umalaoge;7401051010;Umalaoge;74.04.24.2009
4;Kinapani Makmur;7401051011;Kinapani Makmur;74.04.24.2007
5;Lasalimu;7401051012;Lasalimu;74.04.24.2010
6;Siomanuru;7401051013;Siomanuru;74.04.24.2013
7;Siontapina;7401051014;Siontapina;74.04.24.2012
8;Wajah Jaya;7401051015;Wajah Jaya;74.04.24.2011
9;Mulya Jaya;7401051016;Mulya Jaya;74.04.24.2016
10;Harapan Jaya;7401051017;Harapan Jaya;74.04.24.2017
11;Sangia Arano;7401051018;Sangia Arano;74.04.24.2018
12;Mega Bahari;7401051019;Megabahari;74.04.24.2019
13;Sumber Agung;7401051020;Sumber Agung;74.04.24.2020
14;Ambuau Togo;7401051021;Ambuau Togo;74.04.24.2022
15;Balimu;7401051022;Balimu;74.04.24.2023
16;Rejo Sari;7401051023;Rejo Sari;74.04.24.2021
