No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sidondo Ii;7210120001;Sidondo Ii;72.10.01.2001
2;Sidondo I;7210120002;Sidondo I;72.10.01.2002
3;Maranata;7210120003;Maranatha;72.10.01.2015
4;Bora;7210120004;Bora;72.10.01.2003
5;Watunonju;7210120005;Watunonju;72.10.01.2004
6;Oloboju;7210120006;Olobuju;72.10.01.2005
7;Soulowe;7210120007;Soulowe;72.10.01.2006
8;Sidera;7210120008;Sidera;72.10.01.2007
9;Jono Oge;7210120009;Jono Oge;72.10.01.2008
10;Pombewe;7210120010;Pombewe;72.10.01.2011
11;Lolu;7210120011;Lolu;72.10.01.2010
12;Kalukubula;7210120012;Kalukubula;72.10.01.2009
13;Mpanau;7210120013;Mpanau;72.10.01.2013
14;Loru;7210120014;Loru;72.10.01.2012
15;Ngatabaru;7210120015;Ngatabaru;72.10.01.2014
16;Sidondo Iii;7210120016;Sidondo Iii;72.10.01.2016
17;Sidondo Iv;7210120017;Sidondo Iv;72.10.01.2017
18;Upt Lembah Palu;7210120018;---;---
