No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pilangwetan;3321091001;Pilangwetan;33.21.14.2001
2;Kebonagung;3321091002;Kebonagung;33.21.14.2002
3;Mijen;3321091003;Mijen;33.21.14.2004
4;Klampok Lor;3321091004;Klampok Lor;33.21.14.2003
5;Mangunan Lor;3321091005;Mangunanlor;33.21.14.2008
6;Werdoyo;3321091006;Werdoyo;33.21.14.2005
7;Mangunrejo;3321091007;Mangunrejo;33.21.14.2006
8;Babad;3321091008;Babat;33.21.14.2007
9;Megonten;3321091009;Megonten;33.21.14.2014
10;Soko Kidul;3321091010;Sokokidul;33.21.14.2013
11;Tlogosih;3321091011;Tlogosih;33.21.14.2009
12;Prigi;3321091012;Prigi;33.21.14.2010
13;Sarimulyo;3321091013;Sarimulyo;33.21.14.2011
14;Solowire;3321091014;Solowire;33.21.14.2012
