No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Lewa;5302010;Lewa;53.11.03
2;Nggaha Oriangu;5302011;Nggaha Ori Angu;53.11.04
3;Lewa Tidahu;5302012;Lewa Tidahu;53.11.18
4;Katala Hamu Lingu;5302013;Katala Hamu Lingu;53.11.19
5;Tabundung;5302020;Tabundung;53.11.05
6;Pinupahar;5302021;Pinu Pahar;53.11.06
7;Paberiwai;5302030;Paberiwai;53.11.12
8;Karera;5302031;Karera;53.11.13
9;Matawai La Pawu;5302032;Matawai La Pawu;53.11.15
10;Kahaungu Eti;5302033;Kahaungu Eti;53.11.14
11;Mahu;5302034;Mahu;53.11.22
12;Ngadu Ngala;5302035;Ngadu Ngala;53.11.21
13;Pahunga Lodu;5302040;Pahunga Lodu;53.11.10
14;Wula Waijelu;5302041;Wulla Waijelu;53.11.11
15;Rindi;5302051;Rindi;53.11.09
16;Umalulu;5302052;Umalulu;53.11.08
17;Pandawai;5302060;Pandawai;53.11.07
18;Kambata Mapambuhang;5302061;Kambata Mapambuhang;53.11.17
19;Kota Waingapu;5302070;Kota Waingapu;53.11.01
20;Kambera;5302071;Kambera;53.11.16
21;Haharu;5302080;Haharu;53.11.02
22;Kanatang;5302081;Kanatang;53.11.20
