No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lakara;7405031001;Lakara;74.05.14.2002
2;Ulu Lakara;7405031002;Ulu Lakara;74.05.14.2004
3;Waturapa;7405031003;Watu Rapa;74.05.14.2007
4;Lalowua;7405031004;Lalowua;74.05.14.2009
5;Koeono;7405031005;Koeono;74.05.14.2008
6;Amondo;7405031006;Amondo;74.05.14.1001
7;Watumbohoti;7405031007;Watu Mbohoti;74.05.14.2005
8;Parasi;7405031008;Parasi;74.05.14.2003
9;Mondoe;7405031009;Mondoe;74.05.14.2010
10;Wawo Wonua;7405031010;Wawo Wonua;74.05.14.2006
