No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Darma;3208010;Darma;32.08.17
2;Kadugede;3208020;Kadugede;32.08.01
3;Nusaherang;3208021;Nusaherang;32.08.20
4;Ciniru;3208030;Ciniru;32.08.02
5;Hantara;3208031;Hantara;32.08.26
6;Selajambe;3208040;Selajambe;32.08.15
7;Subang;3208050;Subang;32.08.03
8;Cilebak;3208051;Cilebak;32.08.25
9;Ciwaru;3208060;Ciwaru;32.08.04
10;Karangkancana;3208061;Karang Kancana;32.08.29
11;Cibingbin;3208070;Cibingbin;32.08.05
12;Cibeureum;3208071;Cibeureum;32.08.28
13;Luragung;3208080;Luragung;32.08.06
14;Cimahi;3208081;Cimahi;32.08.24
15;Cidahu;3208090;Cidahu;32.08.11
16;Kalimanggis;3208091;Kalimanggis;32.08.27
17;Ciawigebang;3208100;Ciawigebang;32.08.10
18;Cipicung;3208101;Cipicung;32.08.21
19;Lebakwangi;3208110;Lebakwangi;32.08.07
20;Maleber;3208111;Maleber;32.08.30
21;Garawangi;3208120;Garawangi;32.08.08
22;Sindangagung;3208121;Sindang Agung;32.08.31
23;Kuningan;3208130;Kuningan;32.08.09
24;Cigugur;3208140;Cigugur;32.08.18
25;Kramatmulya;3208150;Kramatmulya;32.08.16
26;Jalaksana;3208160;Jalaksana;32.08.12
27;Japara;3208161;Japara;32.08.23
28;Cilimus;3208170;Cilimus;32.08.13
29;Cigandamekar;3208171;Cigandamekar;32.08.32
30;Mandirancan;3208180;Mandirancan;32.08.14
31;Pancalang;3208181;Pancalang;32.08.22
32;Pasawahan;3208190;Pasawahan;32.08.19
