No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Seri Bandung;1610020008;Seri Bandung;16.10.02.2010
2;Seri Tanjung;1610020012;Seri Tanjung;16.10.02.2011
3;Bangun Jaya;1610020013;Bangun Jaya;16.10.02.2031
4;Tanjung Tambak;1610020014;Tanjung Tambak;16.10.02.2012
5;Tanjung Baru Petai;1610020015;Tanjung Baru Petai;16.10.02.2014
6;Tanjung Batu Seberang;1610020016;Tanjung Batu Seberang;16.10.02.2015
7;Tanjung Atap;1610020017;Tanjung Atap;16.10.02.2018
8;Limbang Jaya I;1610020018;Limbang Jaya I;16.10.02.2020
9;Tanjung Laut;1610020024;Tanjung Laut;16.10.02.2021
10;Tanjung Pinang I;1610020025;Tanjung Pinang I;16.10.02.2019
11;Tanjung Batu;1610020026;Tanjung Batu;16.10.02.1017
12;Pajar Bulan;1610020027;Pajar Bulan;16.10.02.2016
13;Senuro Timur;1610020028;Senuro Timur;16.10.02.2013
14;Sentul;1610020029;Sentul;16.10.02.2027
15;Burai;1610020030;Burai;16.10.02.2026
16;Tanjung Batu Timur;1610020031;Tanjung Batu Timur;16.10.02.1037
17;Tanjung Tambak Baru;1610020032;Tanjung Tambak Baru;16.10.02.2032
18;Limbang Jaya Ii;1610020033;Limbang Jaya Ii;16.10.02.2033
19;Senuro Barat;1610020034;Senuro Barat;16.10.02.2034
20;Tanjung Pinang Ii;1610020035;Tanjung Pinang Ii;16.10.02.2035
21;Tanjung Atap Barat;1610020036;Tanjung Atap Barat;16.10.02.2036
