No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Cimerak;3218010;Cimerak;32.18.03
2;Cijulang;3218020;Cijulang;32.18.02
3;Cigugur;3218030;Cigugur;32.18.04
4;Langkaplancar;3218040;Langkaplancar;32.18.05
5;Parigi;3218050;Parigi;32.18.01
6;Sidamulih;3218060;Sidamulih;32.18.10
7;Pangandaran;3218070;Pangandaran;32.18.09
8;Kalipucang;3218080;Kalipucang;32.18.08
9;Padaherang;3218090;Padaherang;32.18.07
10;Mangunjaya;3218100;Mangunjaya;32.18.06
