No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Latowu;7408060001;Latowu;74.08.03.2002
2;Batu Api;7408060002;Batu Api;74.08.03.2011
3;Bukit Tinggi;7408060003;Bukit Tinggi;74.08.03.2012
4;Batu Putih;7408060004;Batu Putih;74.08.03.1001
5;Mosiku;7408060006;Mosiku;74.08.03.2003
6;Lelewawo;7408060007;Lelewawo;74.08.03.2004
7;Paru Lampe;7408060015;Parung Lampe;74.08.03.2016
8;Bukit Baru;7408060016;Bukit Baru;74.08.03.2015
9;Puncak Harapan;7408060017;Puncak Harapan;74.08.03.2017
10;Makkuaseng;7408060018;Makkuaseng;74.08.03.2021
11;Tetebawo;7408060019;Tetebawo;74.08.03.2020
